id,id_disputa,date,HAHA,LIKE,LOVE,SUPPORT,WOW,SORRY,ANGER
1414,1,"2020-08-02 23:11:01",1,6,1112,0,0,464,0
1415,1,"2020-08-02 23:12:19",1,6,1125,0,0,470,0
1416,1,"2020-08-02 23:12:56",1,6,1131,0,0,470,0
1417,1,"2020-08-02 23:13:11",1,6,1134,0,0,470,0
1418,1,"2020-08-02 23:13:26",1,6,1134,0,0,470,0
1419,1,"2020-08-02 23:13:41",1,6,1135,0,0,470,0
1420,1,"2020-08-02 23:13:56",1,6,1137,0,0,470,0
1421,1,"2020-08-02 23:14:11",1,6,1139,0,0,471,0
1422,1,"2020-08-02 23:14:26",1,6,1140,0,0,472,0
1423,1,"2020-08-02 23:14:41",1,6,1140,0,0,472,0
1424,1,"2020-08-02 23:14:56",1,6,1144,0,0,472,0
1425,1,"2020-08-02 23:15:11",1,6,1144,0,0,472,0
1426,1,"2020-08-02 23:15:26",1,6,1145,0,0,475,0
1427,1,"2020-08-02 23:15:41",1,6,1146,0,0,475,0
1428,1,"2020-08-02 23:15:56",1,6,1148,0,0,477,0
1429,1,"2020-08-02 23:16:11",1,6,1152,0,0,476,0
1430,1,"2020-08-02 23:16:26",1,6,1154,0,0,475,0
1431,1,"2020-08-02 23:16:41",1,6,1157,0,0,476,0
1432,1,"2020-08-02 23:16:56",1,6,1159,0,0,477,0
1433,1,"2020-08-02 23:17:11",1,6,1160,0,0,478,0
1434,1,"2020-08-02 23:17:26",1,6,1165,0,0,478,0
1435,1,"2020-08-02 23:17:41",1,6,1167,0,0,478,0
1436,1,"2020-08-02 23:17:56",1,6,1170,0,0,479,0
1437,1,"2020-08-02 23:18:11",1,6,1172,0,0,479,0
1438,1,"2020-08-02 23:18:26",1,6,1174,0,0,480,0
1439,1,"2020-08-02 23:18:41",1,6,1175,0,0,480,0
1440,1,"2020-08-02 23:18:56",1,6,1175,0,0,481,0
1441,1,"2020-08-02 23:19:11",1,6,1177,0,0,483,0
1442,1,"2020-08-02 23:19:26",1,6,1178,0,0,483,0
1443,1,"2020-08-02 23:19:41",1,6,1182,0,0,484,0
1444,1,"2020-08-02 23:19:56",1,6,1186,0,0,484,0
1445,1,"2020-08-02 23:20:11",1,6,1188,0,0,486,0
1446,1,"2020-08-02 23:20:26",1,6,1190,0,0,487,0
1447,1,"2020-08-02 23:20:41",1,6,1191,0,0,487,0
1448,1,"2020-08-02 23:20:56",1,6,1193,0,0,490,0
1449,1,"2020-08-02 23:21:11",1,6,1194,0,0,490,0
1450,1,"2020-08-02 23:21:26",1,6,1195,0,0,492,0
1451,1,"2020-08-02 23:21:41",1,6,1197,0,0,493,0
1452,1,"2020-08-02 23:21:56",1,6,1197,0,0,493,0
1453,1,"2020-08-02 23:22:11",1,6,1197,0,0,494,0
1454,1,"2020-08-02 23:22:26",1,6,1198,0,0,495,0
1455,1,"2020-08-02 23:22:41",1,6,1199,0,0,497,0
1456,1,"2020-08-02 23:22:56",1,6,1200,0,0,497,0
1457,1,"2020-08-02 23:23:11",1,6,1201,0,0,497,0
1458,1,"2020-08-02 23:23:26",1,6,1203,0,0,497,0
1459,1,"2020-08-02 23:23:41",1,6,1204,0,0,497,0
1460,1,"2020-08-02 23:23:56",1,6,1206,0,0,498,0
1461,1,"2020-08-02 23:24:11",1,6,1207,0,0,499,0
1462,1,"2020-08-02 23:24:26",1,6,1207,0,0,499,0
1463,1,"2020-08-02 23:24:41",1,6,1209,0,0,499,0
1464,1,"2020-08-02 23:24:56",1,6,1210,0,0,500,0
1465,1,"2020-08-02 23:25:11",1,6,1212,0,0,501,0
1466,1,"2020-08-02 23:25:26",1,6,1216,0,0,501,0
1467,1,"2020-08-02 23:25:41",1,6,1221,0,0,502,0
1468,1,"2020-08-02 23:25:56",1,6,1222,0,0,502,0
1469,1,"2020-08-02 23:26:11",1,6,1226,0,0,502,0
1470,1,"2020-08-02 23:26:26",1,6,1228,0,0,502,0
1471,1,"2020-08-02 23:26:41",1,6,1229,0,0,502,0
1472,1,"2020-08-02 23:26:56",1,6,1230,0,0,503,0
1473,1,"2020-08-02 23:27:11",1,6,1231,0,0,505,0
1474,1,"2020-08-02 23:27:26",1,7,1231,0,0,506,0
1475,1,"2020-08-02 23:27:41",1,7,1232,0,0,507,0
1476,1,"2020-08-02 23:27:56",1,7,1234,0,0,508,0
1477,1,"2020-08-02 23:28:11",1,7,1237,0,0,509,0
1478,1,"2020-08-02 23:28:26",1,7,1239,0,0,509,0
1479,1,"2020-08-02 23:28:41",1,7,1241,0,0,511,0
1480,1,"2020-08-02 23:28:56",1,7,1242,0,0,511,0
