id,id_disputa,date,HAHA,LIKE,LOVE,SUPPORT,WOW,SORRY,ANGER
7125,2,"2020-08-04 22:13:43",1,1,0,0,444,433,0
7126,2,"2020-08-04 22:13:49",1,1,0,0,447,434,0
7127,2,"2020-08-04 22:14:18",0,1,0,0,458,449,0
7128,2,"2020-08-04 22:14:33",0,1,0,0,464,454,0
7129,2,"2020-08-04 22:14:48",0,1,0,0,469,459,0
7130,2,"2020-08-04 22:15:03",0,2,0,0,482,462,0
7131,2,"2020-08-04 22:15:18",0,2,0,0,485,467,0
7132,2,"2020-08-04 22:15:33",0,3,0,0,491,473,0
7133,2,"2020-08-04 22:15:48",0,2,0,0,495,477,0
7134,2,"2020-08-04 22:16:03",0,2,0,0,499,482,0
7135,2,"2020-08-04 22:16:18",0,2,0,0,506,488,0
7136,2,"2020-08-04 22:16:33",0,2,0,0,511,494,0
7137,2,"2020-08-04 22:16:48",0,2,0,0,513,496,0
7138,2,"2020-08-04 22:17:03",0,2,0,0,515,503,0
7139,2,"2020-08-04 22:17:18",0,2,0,0,521,511,0
7140,2,"2020-08-04 22:17:33",0,2,0,0,523,519,0
7141,2,"2020-08-04 22:17:48",0,2,0,0,525,525,0
7142,2,"2020-08-04 22:18:03",0,2,0,0,527,529,0
7143,2,"2020-08-04 22:18:18",0,2,0,0,531,534,0
7144,2,"2020-08-04 22:18:33",0,4,0,0,535,538,0
7145,2,"2020-08-04 22:18:48",0,4,0,0,538,541,0
7146,2,"2020-08-04 22:19:21",0,3,0,0,554,558,0
7147,2,"2020-08-04 22:19:21",0,3,0,0,554,558,0
7148,2,"2020-08-04 22:19:33",0,3,0,0,557,560,0
7149,2,"2020-08-04 22:19:48",0,3,0,0,560,562,0
7150,2,"2020-08-04 22:20:03",0,4,0,0,563,565,0
7151,2,"2020-08-04 22:20:18",0,3,0,0,565,569,0
7152,2,"2020-08-04 22:20:33",0,3,0,0,567,575,0
7153,2,"2020-08-04 22:20:48",0,3,0,0,571,580,0
7154,2,"2020-08-04 22:21:03",0,3,0,0,574,588,0
7155,2,"2020-08-04 22:21:18",0,3,0,0,576,591,0
7156,2,"2020-08-04 22:21:33",0,3,0,0,579,595,0
7157,2,"2020-08-04 22:21:48",0,3,0,0,581,603,0
7158,2,"2020-08-04 22:22:03",0,3,0,0,584,608,0
7159,2,"2020-08-04 22:22:18",0,3,0,0,585,615,0
7160,2,"2020-08-04 22:22:33",0,3,0,0,592,620,0
7161,2,"2020-08-04 22:22:48",0,3,0,0,598,631,0
7162,2,"2020-08-04 22:23:03",1,3,0,0,604,636,0
7163,2,"2020-08-04 22:23:18",1,3,0,0,611,642,0
7164,2,"2020-08-04 22:23:33",1,3,0,0,614,648,0
7165,2,"2020-08-04 22:23:48",1,3,0,0,620,654,0
7166,2,"2020-08-04 22:24:03",1,3,0,0,625,658,0
7167,2,"2020-08-04 22:24:18",1,3,0,0,629,659,0
7168,2,"2020-08-04 22:24:33",1,3,0,0,633,663,0
7169,2,"2020-08-04 22:24:48",1,3,0,0,635,664,0
7170,2,"2020-08-04 22:25:03",1,3,0,0,644,665,0
7171,2,"2020-08-04 22:25:18",1,3,0,0,648,667,0
7172,2,"2020-08-04 22:25:33",1,3,0,0,652,671,0
7173,2,"2020-08-04 22:25:48",1,3,0,0,655,677,0
7174,2,"2020-08-04 22:26:03",1,3,0,0,663,679,0
7175,2,"2020-08-04 22:26:18",1,3,0,0,666,683,0
7176,2,"2020-08-04 22:26:33",1,3,0,0,670,685,0
7177,2,"2020-08-04 22:26:48",1,3,0,0,675,693,0
7178,2,"2020-08-04 22:27:03",1,3,0,0,683,701,0
7179,2,"2020-08-04 22:27:18",1,3,0,0,688,705,0
7180,2,"2020-08-04 22:27:33",1,3,0,0,691,710,0
7181,2,"2020-08-04 22:27:48",1,4,0,0,695,716,0
7182,2,"2020-08-04 22:28:03",1,4,0,0,696,721,0
7183,2,"2020-08-04 22:28:18",1,3,0,0,703,726,0
7184,2,"2020-08-04 22:28:33",1,3,0,0,707,733,0
7185,2,"2020-08-04 22:28:48",1,3,0,0,712,733,0
7186,2,"2020-08-04 22:29:03",1,3,0,0,715,736,0
7187,2,"2020-08-04 22:29:18",1,3,0,0,717,743,0
7188,2,"2020-08-04 22:29:33",1,3,0,0,721,750,0
7189,2,"2020-08-04 22:29:48",1,4,0,0,725,752,0
7190,2,"2020-08-04 22:30:03",1,3,0,0,729,760,0
7191,2,"2020-08-04 22:30:18",1,3,0,0,731,763,0
7192,2,"2020-08-04 22:30:33",1,3,0,0,740,765,0
7193,2,"2020-08-04 22:30:48",1,3,0,0,744,768,0
7194,2,"2020-08-04 22:31:03",1,3,0,0,752,769,0
7195,2,"2020-08-04 22:31:18",1,3,0,0,754,770,0
7196,2,"2020-08-04 22:31:33",1,3,0,0,757,775,0
7197,2,"2020-08-04 22:31:48",2,3,0,0,760,779,0
7198,2,"2020-08-04 22:32:03",1,3,0,0,766,781,0
7199,2,"2020-08-04 22:32:20",1,3,0,0,769,784,0
7200,2,"2020-08-04 22:32:34",1,3,0,0,775,789,0
7201,2,"2020-08-04 22:32:50",1,3,0,0,781,792,0
7202,2,"2020-08-04 22:33:03",1,3,0,0,787,798,0
7203,2,"2020-08-04 22:33:21",1,3,0,0,793,802,0
7204,2,"2020-08-04 22:33:33",1,3,0,0,797,804,0
7205,2,"2020-08-04 22:33:48",1,3,0,0,803,809,0
7206,2,"2020-08-04 22:34:06",1,3,0,0,805,812,0
7207,2,"2020-08-04 22:34:19",1,3,0,0,808,817,0
7208,2,"2020-08-04 22:34:34",1,3,0,0,813,822,0
7209,2,"2020-08-04 22:34:49",1,3,0,0,817,828,0
7210,2,"2020-08-04 22:35:05",1,3,0,0,820,834,0
7211,2,"2020-08-04 22:35:18",1,3,0,0,823,841,0
7212,2,"2020-08-04 22:35:33",1,3,0,0,825,847,0
7213,2,"2020-08-04 22:35:48",1,3,0,0,827,850,0
7214,2,"2020-08-04 22:36:03",1,3,0,0,831,853,0
7215,2,"2020-08-04 22:36:18",1,3,0,0,837,856,0
7216,2,"2020-08-04 22:36:33",1,3,0,0,843,859,0
7217,2,"2020-08-04 22:36:48",1,3,0,0,846,862,0
7218,2,"2020-08-04 22:37:04",1,3,0,0,850,869,0
7219,2,"2020-08-04 22:37:19",2,3,0,0,855,870,0
7220,2,"2020-08-04 22:37:34",1,3,0,0,862,875,0
7221,2,"2020-08-04 22:37:49",1,3,0,0,868,879,0
7222,2,"2020-08-04 22:38:04",1,3,0,0,875,879,0
7223,2,"2020-08-04 22:38:19",1,3,0,0,880,883,0
7224,2,"2020-08-04 22:38:34",1,3,0,0,884,892,0
7225,2,"2020-08-04 22:38:49",1,3,0,0,888,895,0
7226,2,"2020-08-04 22:39:04",1,3,0,0,893,900,0
7227,2,"2020-08-04 22:39:19",1,3,0,0,895,906,0
7228,2,"2020-08-04 22:39:34",1,3,0,0,896,910,0
7229,2,"2020-08-04 22:39:49",1,3,0,0,898,912,0
7230,2,"2020-08-04 22:40:04",1,3,0,0,900,916,0
7231,2,"2020-08-04 22:40:19",1,3,0,0,902,920,0
7232,2,"2020-08-04 22:40:34",1,3,0,0,904,926,0
7233,2,"2020-08-04 22:40:49",1,3,0,0,912,928,0
7234,2,"2020-08-04 22:41:04",1,3,0,0,918,929,0
7235,2,"2020-08-04 22:41:19",1,3,0,0,923,932,0
7236,2,"2020-08-04 22:41:34",1,3,0,0,926,935,0
7237,2,"2020-08-04 22:41:49",1,3,0,0,932,939,0
7238,2,"2020-08-04 22:42:04",1,3,0,0,939,941,0
7239,2,"2020-08-04 22:42:19",1,3,0,0,944,943,0
7240,2,"2020-08-04 22:42:34",1,3,0,0,947,946,0
7241,2,"2020-08-04 22:42:49",1,3,0,0,954,948,0
7242,2,"2020-08-04 22:43:04",1,3,0,0,958,951,0
7243,2,"2020-08-04 22:43:19",1,3,0,0,962,957,0
7244,2,"2020-08-04 22:43:34",1,3,0,0,967,959,0
7245,2,"2020-08-04 22:43:49",1,3,0,0,973,959,0
7246,2,"2020-08-04 22:44:04",1,3,0,0,976,964,0
7247,2,"2020-08-04 22:44:19",1,3,0,0,980,966,0
7248,2,"2020-08-04 22:44:34",1,3,0,0,983,967,0
7249,2,"2020-08-04 22:44:49",1,3,0,0,987,971,0
7250,2,"2020-08-04 22:45:04",1,3,0,0,989,974,0
7251,2,"2020-08-04 22:45:19",1,3,0,0,992,981,0
7252,2,"2020-08-04 22:45:34",1,3,0,0,996,984,0
7253,2,"2020-08-04 22:45:49",1,3,0,0,997,988,0
7254,2,"2020-08-04 22:46:04",1,3,0,0,1001,992,0
7255,2,"2020-08-04 22:46:19",1,3,0,0,1003,994,0
7256,2,"2020-08-04 22:46:34",1,3,0,0,1006,996,0
