id,id_disputa,date,HAHA,LIKE,LOVE,SUPPORT,WOW,SORRY,ANGER
18706,4,"2020-09-01 22:33:00",1,2,3,1,476,1,284
18707,4,"2020-09-01 22:34:05",1,2,3,1,477,1,284
18708,4,"2020-09-01 22:37:06",1,2,3,1,481,1,283
18709,4,"2020-09-01 22:37:21",1,2,3,1,481,1,283
18710,4,"2020-09-01 22:37:36",1,2,3,1,481,1,283
18711,4,"2020-09-01 22:37:51",1,2,3,1,481,1,284
18712,4,"2020-09-01 22:38:06",1,2,3,1,481,1,284
18713,4,"2020-09-01 22:38:21",1,2,3,1,482,1,284
18714,4,"2020-09-01 22:38:36",1,2,3,1,482,1,284
18715,4,"2020-09-01 22:38:51",1,2,3,1,482,1,284
18716,4,"2020-09-01 22:39:06",1,2,3,1,484,1,284
18717,4,"2020-09-01 22:39:21",1,2,3,1,483,1,286
18718,4,"2020-09-01 22:39:36",1,2,3,1,483,1,287
18719,4,"2020-09-01 22:39:51",1,2,3,1,483,1,287
18720,4,"2020-09-01 22:40:06",1,2,3,1,483,1,287
18721,4,"2020-09-01 22:40:21",1,2,3,1,483,1,287
18722,4,"2020-09-01 22:40:36",1,2,3,1,483,1,287
18723,4,"2020-09-01 22:40:51",1,2,3,1,484,1,288
18724,4,"2020-09-01 22:41:06",1,2,3,1,484,1,288
18725,4,"2020-09-01 22:41:21",1,2,3,1,484,1,288
18726,4,"2020-09-01 22:41:36",1,2,3,1,484,1,288
18727,4,"2020-09-01 22:41:51",1,2,3,1,484,1,288
18728,4,"2020-09-01 22:42:06",1,2,3,1,484,1,289
18729,4,"2020-09-01 22:42:21",1,2,3,1,486,1,290
18730,4,"2020-09-01 22:42:36",1,2,3,1,487,1,290
18731,4,"2020-09-01 22:42:51",1,2,3,1,487,1,290
18732,4,"2020-09-01 22:43:06",1,2,3,1,487,1,291
18733,4,"2020-09-01 22:43:21",1,2,3,1,488,1,291
18734,4,"2020-09-01 22:43:36",1,2,3,1,488,1,292
18735,4,"2020-09-01 22:43:51",1,2,3,1,488,1,292
18736,4,"2020-09-01 22:44:06",1,2,3,1,489,1,292
18737,4,"2020-09-01 22:44:21",1,2,3,1,490,1,293
18738,4,"2020-09-01 22:44:36",1,2,3,1,491,1,293
18739,4,"2020-09-01 22:44:51",1,2,3,1,490,1,294
18740,4,"2020-09-01 22:45:06",1,2,3,1,490,1,294
18741,4,"2020-09-01 22:45:21",1,2,3,1,490,1,294
18742,4,"2020-09-01 22:45:36",1,2,3,1,490,1,294
18743,4,"2020-09-01 22:45:51",1,2,3,1,490,1,294
18744,4,"2020-09-01 22:46:06",1,2,3,1,491,1,294
18745,4,"2020-09-01 22:46:21",1,2,3,1,491,1,294
18746,4,"2020-09-01 22:46:36",1,2,3,1,491,1,296
18747,4,"2020-09-01 22:46:51",1,2,3,1,491,1,296
18748,4,"2020-09-01 22:47:06",1,2,3,1,491,1,296
18749,4,"2020-09-01 22:47:21",1,2,3,1,491,1,296
18750,4,"2020-09-01 22:47:36",1,2,3,1,491,1,296
18751,4,"2020-09-01 22:47:51",1,2,3,1,491,1,296
18752,4,"2020-09-01 22:48:06",1,2,3,1,492,1,296
18753,4,"2020-09-01 22:48:21",1,2,3,1,492,1,296
18754,4,"2020-09-01 22:48:36",1,2,3,1,492,1,296
18755,4,"2020-09-01 22:48:51",1,2,3,1,493,1,296
18756,4,"2020-09-01 22:49:06",1,2,3,1,494,1,296
18757,4,"2020-09-01 22:49:21",1,2,3,1,494,1,296
18758,4,"2020-09-01 22:49:36",1,2,3,1,494,1,296
18759,4,"2020-09-01 22:49:51",1,2,3,1,494,1,297
18760,4,"2020-09-01 22:50:06",1,2,3,1,495,1,297
18761,4,"2020-09-01 22:50:21",1,2,3,1,495,1,297
18762,4,"2020-09-01 22:50:36",1,2,3,1,497,1,297
18763,4,"2020-09-01 22:50:51",1,2,3,1,497,1,297
18764,4,"2020-09-01 22:51:06",1,2,3,1,497,1,297
18765,4,"2020-09-01 22:51:21",1,2,3,1,497,1,297
18766,4,"2020-09-01 22:51:36",1,2,3,1,497,1,299
18767,4,"2020-09-01 22:51:51",1,2,3,1,498,1,299
18768,4,"2020-09-01 22:52:06",1,2,3,1,499,1,299
18769,4,"2020-09-01 22:52:21",1,2,3,1,499,1,299
18770,4,"2020-09-01 22:52:36",1,2,3,1,499,1,300
18771,4,"2020-09-01 22:52:51",1,2,3,1,500,1,300
18772,4,"2020-09-01 22:53:06",1,2,3,1,501,1,300
18773,4,"2020-09-01 22:53:21",1,2,3,1,502,1,300
18774,4,"2020-09-01 22:53:36",1,2,3,1,502,1,300
18775,4,"2020-09-01 22:53:51",1,2,3,1,502,1,300
18776,4,"2020-09-01 22:54:06",1,2,3,1,502,1,300
18777,4,"2020-09-01 22:54:21",1,2,3,1,502,1,300
18778,4,"2020-09-01 22:54:36",1,2,3,1,503,1,301
18779,4,"2020-09-01 22:54:51",1,2,3,1,503,1,301
18780,4,"2020-09-01 22:55:06",1,2,3,1,503,1,301
18781,4,"2020-09-01 22:55:21",1,2,3,1,503,1,301
18782,4,"2020-09-01 22:55:36",1,2,3,1,503,1,301
18783,4,"2020-09-01 22:55:51",1,2,3,1,504,1,301
18784,4,"2020-09-01 22:56:06",1,2,3,1,504,1,301
18785,4,"2020-09-01 22:56:21",1,2,3,1,504,1,302
18786,4,"2020-09-01 22:56:36",1,2,3,1,505,1,302
18787,4,"2020-09-01 22:56:51",1,2,3,1,505,1,302
18788,4,"2020-09-01 22:57:06",1,2,3,1,506,1,302
18789,4,"2020-09-01 22:57:21",1,2,3,1,506,1,302
18790,4,"2020-09-01 22:57:36",1,2,3,1,506,1,303
18791,4,"2020-09-01 22:57:51",1,2,3,1,506,1,303
18792,4,"2020-09-01 22:58:06",1,2,3,1,506,1,303
18793,4,"2020-09-01 22:58:21",1,2,3,1,506,1,304
18794,4,"2020-09-01 22:58:36",1,2,3,1,507,1,304
18795,4,"2020-09-01 22:58:51",1,2,3,1,509,1,305
18796,4,"2020-09-01 22:59:06",1,2,3,1,510,1,307
18797,4,"2020-09-01 22:59:21",1,2,3,1,510,1,307
18798,4,"2020-09-01 22:59:36",1,2,3,1,511,1,307
18799,4,"2020-09-01 22:59:51",1,2,3,1,511,1,307
18800,4,"2020-09-01 23:00:06",1,2,3,1,512,1,309
18801,4,"2020-09-01 23:00:21",1,2,3,1,512,1,309
18802,4,"2020-09-01 23:00:36",1,2,3,1,512,1,309
18803,4,"2020-09-01 23:00:51",1,2,3,1,513,1,309
18804,4,"2020-09-01 23:01:06",1,2,3,1,513,1,309
18805,4,"2020-09-01 23:01:21",1,2,3,1,514,1,311
18806,4,"2020-09-01 23:01:36",1,2,3,1,515,1,311
18807,4,"2020-09-01 23:01:51",1,2,3,1,515,1,311
18808,4,"2020-09-01 23:02:06",1,2,3,1,515,1,311
18809,4,"2020-09-01 23:02:21",1,2,3,1,516,1,311
18810,4,"2020-09-01 23:02:36",1,2,3,1,516,1,311
18811,4,"2020-09-01 23:02:51",1,2,3,1,516,1,311
18812,4,"2020-09-01 23:03:06",1,2,3,1,516,1,311
18813,4,"2020-09-01 23:03:40",1,2,3,1,517,1,312
18814,4,"2020-09-01 23:03:40",1,2,3,1,517,1,312
18815,4,"2020-09-01 23:03:51",1,2,3,1,517,1,314
18816,4,"2020-09-01 23:04:06",1,2,3,1,517,1,314
18817,4,"2020-09-01 23:04:21",1,2,3,1,517,1,314
18818,4,"2020-09-01 23:04:36",1,2,3,1,517,1,314
18819,4,"2020-09-01 23:04:51",1,2,3,1,517,1,314
18820,4,"2020-09-01 23:05:06",1,2,3,1,517,1,315
18821,4,"2020-09-01 23:05:21",1,2,3,1,517,1,315
18822,4,"2020-09-01 23:05:36",1,2,3,1,517,1,315
18823,4,"2020-09-01 23:05:51",1,2,3,1,517,1,315
18824,4,"2020-09-01 23:06:30",1,2,3,1,518,1,316
18825,4,"2020-09-01 23:06:30",1,2,3,1,518,1,316
18826,4,"2020-09-01 23:06:36",1,2,3,1,518,1,316
18827,4,"2020-09-01 23:06:51",1,2,3,1,519,1,317
18828,4,"2020-09-01 23:07:06",1,2,3,1,521,1,317
18829,4,"2020-09-01 23:07:21",1,2,3,1,522,1,317
18830,4,"2020-09-01 23:07:36",1,2,3,1,523,1,317
